时间戳,栋舍编号,温度,湿度,氨气浓度(ppm),CO2浓度(ppm),光照强度(lux),噪声(dB),通风能耗kWh,加热能耗kWh,降温能耗kWh
2026-06-15 10:11:50,1号栋,24.56,67.62,16.37,2273.54,6757.64,53.51,70.79,0,28.9
2026-06-15 10:26:50,1号栋,25.43,69.05,17.85,1982.11,5406.95,52.85,76.94,0,38.26
2026-06-15 10:41:50,1号栋,25.71,71.73,17.5,2138.12,6317.53,52.49,69.01,0,41.06
2026-06-15 10:56:50,1号栋,25.16,68.36,17.32,2218.9,5904.43,48.53,57.07,0,20.56
2026-06-15 11:11:50,1号栋,25.18,68.97,16.41,2389.15,7020.7,53.72,68.81,0,21.24
2026-06-15 11:26:50,1号栋,25.95,69.11,18.66,1884.29,6080.45,54.76,66.74,0,24.68
2026-06-15 11:41:50,1号栋,25.0,71.51,14.94,2427.19,6407.02,54.4,59.21,0,34.83
2026-06-15 11:56:50,1号栋,25.16,68.94,17.4,1898.22,7227.74,52.09,60.29,0,22.36
2026-06-15 12:11:50,1号栋,24.22,68.88,22.15,2255.58,6926.48,52.59,62.33,0,34.38
2026-06-15 12:26:50,1号栋,24.91,71.49,18.75,2242.3,7155.35,53.16,69.18,0,34.73
2026-06-15 12:41:50,1号栋,25.32,68.11,17.52,2408.46,6316.56,50.18,64.31,0,31.05
2026-06-15 12:56:50,1号栋,25.58,69.75,16.87,2396.63,6135.66,51.46,61.76,0,18.02
2026-06-15 13:11:50,1号栋,25.34,72.58,17.36,2144.8,6227.25,51.89,58.92,0,28.14
2026-06-15 13:26:50,1号栋,26.07,70.38,15.1,2147.96,7106.44,55.4,78.84,0,24.02
2026-06-15 13:41:50,1号栋,25.02,66.75,16.85,2191.93,7351.0,52.97,59.31,0,31.26
2026-06-15 13:56:50,1号栋,25.01,73.44,14.1,2135.61,7869.13,53.13,60.61,0,27.17
2026-06-15 14:11:50,1号栋,25.14,72.01,12.9,2405.35,5914.38,52.59,58.28,0,34.99
2026-06-15 14:26:50,1号栋,24.43,70.19,21.37,1826.02,6721.21,51.8,66.47,0,30.15
2026-06-15 14:41:50,1号栋,24.91,70.24,20.93,2060.48,6986.24,50.53,52.89,0,33.78
2026-06-15 14:56:50,1号栋,25.97,69.97,16.69,2098.52,6001.15,54.33,71.81,0,28.33
2026-06-15 15:11:50,1号栋,24.68,69.79,16.45,2085.43,7308.79,52.63,58.76,0,24.82
2026-06-15 15:26:50,1号栋,25.28,68.9,16.02,2362.92,6968.73,51.92,43.98,0,38.63
2026-06-15 15:41:50,1号栋,24.57,70.84,13.38,2277.18,5653.35,54.58,62.43,0,22.37
2026-06-15 15:56:50,1号栋,24.71,70.63,17.53,2215.54,7247.15,49.99,78.53,0,30.83
2026-06-15 16:11:50,1号栋,24.05,66.6,16.94,2282.99,5716.32,56.14,47.51,0,29.9
2026-06-15 16:26:50,1号栋,23.87,69.99,19.09,2014.51,4477.99,53.52,66.3,0,33.23
2026-06-15 16:41:50,1号栋,25.12,67.12,18.68,2337.16,4890.8,53.76,57.52,0,29.58
2026-06-15 16:56:50,1号栋,24.67,68.29,15.97,2105.49,5236.47,50.95,69.13,0,20.81
2026-06-15 17:11:50,1号栋,24.35,70.19,13.87,1963.15,5819.53,51.16,57.53,0,33.7
2026-06-15 17:26:50,1号栋,24.41,68.76,16.12,2383.13,6091.92,55.08,63.06,0,23.53
2026-06-15 17:41:50,1号栋,23.6,70.31,18.16,2378.98,5547.7,50.11,72.32,0,22.02
2026-06-15 17:56:50,1号栋,23.82,69.76,21.31,2720.64,5525.84,52.75,67.26,0,37.1
2026-06-15 18:11:50,1号栋,23.34,72.85,17.78,2198.21,4957.04,53.96,70.06,0,25.06
2026-06-15 18:26:50,1号栋,23.22,67.06,18.2,2254.45,4852.96,56.47,61.55,0,35.35
2026-06-15 18:41:50,1号栋,22.95,68.49,18.71,2268.48,4477.09,52.98,46.3,0,27.14
2026-06-15 18:56:50,1号栋,23.94,70.41,18.32,2108.61,4627.61,51.8,68.96,0,33.37
2026-06-15 19:11:50,1号栋,23.23,68.21,13.01,2318.09,3786.26,51.39,68.55,0,26.86
2026-06-15 19:26:50,1号栋,23.51,70.49,18.69,1825.47,4631.65,53.64,58.06,0,31.15
2026-06-15 19:41:50,1号栋,22.09,70.08,15.26,1828.12,3264.5,55.35,54.75,0,42.27
2026-06-15 19:56:50,1号栋,22.71,65.85,15.09,2345.82,3947.73,52.02,62.96,0,34.01
2026-06-15 20:11:50,1号栋,23.06,72.16,16.6,1833.45,3261.32,53.64,51.89,0,22.34
2026-06-15 20:26:50,1号栋,22.67,69.16,17.39,1946.96,3352.86,51.27,70.24,0,38.28
2026-06-15 20:41:50,1号栋,21.58,67.4,14.33,1968.65,3426.34,50.22,51.57,0,21.97
2026-06-15 20:56:50,1号栋,22.6,69.4,15.88,2134.02,3194.72,52.58,78.04,0,40.72
2026-06-15 21:11:50,1号栋,21.43,70.92,18.94,1869.01,3398.61,56.2,49.49,0,22.66
2026-06-15 21:26:50,1号栋,22.59,69.8,18.42,2166.78,3184.57,50.47,71.77,0,39.36
2026-06-15 21:41:50,1号栋,21.97,69.17,14.26,2201.51,3275.25,53.0,72.23,0,27.33
2026-06-15 21:56:50,1号栋,22.37,67.22,17.27,2063.79,3101.87,52.38,59.87,0,36.61
2026-06-15 22:11:50,1号栋,21.55,66.05,20.82,2374.95,1975.66,54.5,55.74,0,32.11
2026-06-15 22:26:50,1号栋,21.91,68.79,15.75,1960.55,2163.7,51.46,60.28,0,24.27
2026-06-15 22:41:50,1号栋,22.11,72.24,16.16,2146.54,2871.63,54.06,61.81,0,35.94
2026-06-15 22:56:50,1号栋,22.01,66.79,19.06,2276.12,2240.15,53.2,67.84,0,28.33
2026-06-15 23:11:50,1号栋,22.1,73.99,15.75,1822.45,2542.73,54.56,58.74,0,41.63
2026-06-15 23:26:50,1号栋,20.9,70.65,16.11,2442.53,3387.08,51.59,54.95,0,36.88
2026-06-15 23:41:50,1号栋,21.37,69.17,17.37,1714.72,2383.9,51.74,55.76,0,41.55
2026-06-15 23:56:50,1号栋,20.94,70.89,16.76,2042.71,2786.0,53.8,66.18,0,37.75
2026-06-16 00:11:50,1号栋,21.33,68.04,15.15,1933.58,3786.58,55.61,47.16,0,19.42
2026-06-16 00:26:50,1号栋,21.74,70.36,18.42,2047.67,2249.31,53.78,61.73,0,12.25
2026-06-16 00:41:50,1号栋,21.38,67.56,17.67,2695.71,2495.78,52.49,69.91,0,33.86
2026-06-16 00:56:50,1号栋,21.71,70.47,21.43,1872.48,2548.85,51.27,66.41,0,22.65
2026-06-16 01:11:50,1号栋,21.36,68.67,19.27,2282.35,1767.96,53.23,53.58,0,19.93
2026-06-16 01:26:50,1号栋,21.46,68.64,22.17,2185.25,1702.01,51.99,70.94,0,46.71
2026-06-16 01:41:50,1号栋,20.77,65.5,21.06,2176.58,1956.67,54.19,34.03,0,30.03
2026-06-16 01:56:50,1号栋,21.73,71.11,15.29,2115.8,1928.11,53.63,51.91,0,26.74
2026-06-16 02:11:50,1号栋,21.27,70.56,19.04,2051.73,2640.91,50.22,57.64,0,29.6
2026-06-16 02:26:50,1号栋,23.08,67.04,20.25,2298.03,2762.11,56.64,65.26,0,33.11
2026-06-16 02:41:50,1号栋,21.74,71.71,19.51,1973.52,1962.17,52.71,52.87,0,29.49
2026-06-16 02:56:50,1号栋,22.38,68.35,17.23,2110.26,3046.01,48.63,55.13,0,31.69
2026-06-16 03:11:50,1号栋,22.68,68.28,13.57,2222.6,2671.54,50.74,55.1,0,28.52
2026-06-16 03:26:50,1号栋,21.78,64.85,19.11,2353.63,3314.98,50.84,58.88,0,29.95
2026-06-16 03:41:50,1号栋,22.38,70.6,15.85,2115.06,3217.86,56.03,68.24,0,36.31
2026-06-16 03:56:50,1号栋,22.13,72.08,18.14,1926.44,3690.9,54.52,56.63,0,26.16
2026-06-16 04:11:50,1号栋,22.65,70.19,17.71,2160.92,4318.03,55.26,63.23,0,37.53
2026-06-16 04:26:50,1号栋,21.98,70.06,20.94,2055.05,3044.24,51.82,50.09,0,23.72
2026-06-16 04:41:50,1号栋,22.31,66.45,17.35,2279.11,3014.18,56.16,66.26,0,38.24
2026-06-16 04:56:50,1号栋,22.17,70.97,15.14,2276.71,3553.98,54.23,49.33,0,22.84
2026-06-16 05:11:50,1号栋,23.28,67.36,18.25,1825.23,4449.76,50.65,67.16,0,35.01
2026-06-16 05:26:50,1号栋,22.63,70.42,17.84,1990.89,3521.4,49.19,64.81,0,17.48
2026-06-16 05:41:50,1号栋,23.03,68.73,18.68,2038.25,3860.95,54.58,64.86,0,32.53
2026-06-16 05:56:50,1号栋,23.22,66.19,18.83,2221.15,3517.33,52.63,61.21,0,28.92
2026-06-16 06:11:50,1号栋,23.67,72.12,19.48,1836.21,4935.11,55.78,65.7,0,38.73
2026-06-16 06:26:50,1号栋,24.5,71.31,17.82,2307.68,4696.52,53.17,58.74,0,42.51
2026-06-16 06:41:50,1号栋,23.09,72.33,18.32,1818.8,4807.9,48.92,67.8,0,37.08
2026-06-16 06:56:50,1号栋,23.2,69.51,21.23,1997.51,4094.62,56.08,81.23,0,30.03
2026-06-16 07:11:50,1号栋,24.52,71.94,15.83,2001.6,5837.91,56.49,67.89,0,22.96
2026-06-16 07:26:50,1号栋,25.01,68.2,16.65,2167.13,5999.55,54.83,66.65,0,33.72
2026-06-16 07:41:50,1号栋,24.04,70.38,12.26,2039.34,5343.13,50.82,65.88,0,28.36
2026-06-16 07:56:50,1号栋,24.89,72.41,16.39,2068.49,5185.5,52.22,64.4,0,23.93
2026-06-16 08:11:50,1号栋,23.93,70.51,18.58,1937.8,6227.77,51.86,64.5,0,36.56
2026-06-16 08:26:50,1号栋,24.48,70.17,16.29,2059.37,5677.16,51.63,60.47,0,17.61
2026-06-16 08:41:50,1号栋,24.25,68.69,16.81,2050.36,5749.21,54.08,70.87,0,24.8
2026-06-16 08:56:50,1号栋,23.9,67.18,16.35,2028.27,5395.1,50.53,57.39,0,31.45
2026-06-16 09:11:50,1号栋,25.21,68.15,16.49,1913.32,6243.21,51.42,68.34,0,16.13
2026-06-16 09:26:50,1号栋,24.73,69.86,17.69,2637.27,6433.83,51.11,61.41,0,15.79
2026-06-16 09:41:50,1号栋,24.87,67.59,19.15,1988.75,6200.55,51.85,79.82,0,27.43
2026-06-16 09:56:50,1号栋,25.83,70.89,18.28,2172.41,6455.83,49.26,60.13,0,38.42
2026-06-16 10:11:50,1号栋,25.21,66.45,17.22,2439.48,7249.8,53.0,72.12,0,27.48
2026-06-16 10:26:50,1号栋,24.38,67.41,20.45,2043.86,6504.67,52.52,81.23,0,43.01
2026-06-16 10:41:50,1号栋,26.34,68.94,17.91,1795.33,7364.82,50.78,65.34,0,23.9
2026-06-16 10:56:50,1号栋,24.94,67.59,16.1,1990.83,6352.22,54.79,51.42,0,31.76
2026-06-16 11:11:50,1号栋,26.04,68.23,15.88,2052.55,7447.19,53.51,57.71,0,35.95
2026-06-16 11:26:50,1号栋,24.88,70.62,18.14,2037.1,6438.04,51.35,67.79,0,39.83
2026-06-16 11:41:50,1号栋,25.11,70.18,13.15,1981.73,6841.8,51.3,53.19,0,24.88
2026-06-16 11:56:50,1号栋,25.58,68.89,12.84,1674.52,6553.9,54.04,35.31,0,27.15
2026-06-16 12:11:50,1号栋,25.24,72.04,16.55,2175.26,7006.74,48.86,70.3,0,32.19
2026-06-16 12:26:50,1号栋,25.75,77.11,13.15,2443.6,6792.39,53.69,62.42,0,28.11
2026-06-16 12:41:50,1号栋,25.21,69.92,14.29,2248.77,6728.01,50.86,58.11,0,40.48
2026-06-16 12:56:50,1号栋,25.23,69.98,15.86,2250.24,7278.87,56.82,60.86,0,35.81
2026-06-16 13:11:50,1号栋,25.48,71.85,15.88,2247.66,6759.98,52.99,63.66,0,32.98
2026-06-16 13:26:50,1号栋,25.37,69.69,20.48,2295.75,7291.91,52.21,53.79,0,38.39
2026-06-16 13:41:50,1号栋,25.87,72.21,16.11,2052.75,6037.59,52.33,72.9,0,28.0
2026-06-16 13:56:50,1号栋,25.75,68.88,17.97,1869.12,6899.94,47.14,61.01,0,18.46
2026-06-16 14:11:50,1号栋,25.83,70.82,18.25,2402.86,6151.9,56.61,72.24,0,29.77
2026-06-16 14:26:50,1号栋,25.8,67.05,15.67,1976.94,6361.87,51.01,75.13,0,29.53
2026-06-16 14:41:50,1号栋,25.41,68.12,13.68,2152.67,5670.23,52.98,49.02,0,46.71
2026-06-16 14:56:50,1号栋,25.69,69.47,19.85,1929.4,6898.1,53.52,65.48,0,41.55
2026-06-16 15:11:50,1号栋,25.28,69.84,14.01,1906.65,6197.58,53.31,51.34,0,49.85
2026-06-16 15:26:50,1号栋,25.67,70.46,17.46,2056.22,5782.97,53.27,65.41,0,21.41
2026-06-16 15:41:50,1号栋,25.08,68.95,13.5,1926.58,6052.13,56.9,68.11,0,19.48
2026-06-16 15:56:50,1号栋,25.16,66.17,19.49,2004.43,6212.11,55.77,49.71,0,19.13
2026-06-16 16:11:50,1号栋,24.21,71.34,14.28,1532.23,5554.51,54.22,74.11,0,26.29
2026-06-16 16:26:50,1号栋,24.29,71.57,13.58,2020.95,5875.31,54.02,57.05,0,30.28
2026-06-16 16:41:50,1号栋,23.25,67.94,18.23,1902.2,5809.59,54.01,58.2,0,31.36
2026-06-16 16:56:50,1号栋,24.02,68.85,18.54,2130.05,5486.83,53.57,69.15,0,13.6
2026-06-16 17:11:50,1号栋,24.6,68.59,18.17,2338.11,4536.64,51.7,59.41,0,23.73
2026-06-16 17:26:50,1号栋,24.88,67.55,16.21,2139.54,4621.4,52.33,65.62,0,27.34
2026-06-16 17:41:50,1号栋,23.97,68.2,14.29,2162.98,6099.94,53.16,64.24,0,35.54
2026-06-16 17:56:50,1号栋,23.38,72.67,17.72,2425.03,4855.96,56.76,69.44,0,34.42
2026-06-16 18:11:50,1号栋,23.62,68.76,19.72,2126.73,3640.54,50.89,59.95,0,32.48
2026-06-16 18:26:50,1号栋,23.47,71.7,13.42,2127.38,3715.08,54.64,60.79,0,33.36
2026-06-16 18:41:50,1号栋,23.07,71.82,19.4,2215.37,4559.32,54.28,54.46,0,36.84
2026-06-16 18:56:50,1号栋,24.32,71.4,15.86,2170.94,3977.5,54.26,66.67,0,15.04
2026-06-16 19:11:50,1号栋,22.4,68.69,16.72,1856.76,4220.16,53.62,59.26,0,23.95
2026-06-16 19:26:50,1号栋,23.5,72.57,16.35,1976.23,4271.28,52.4,60.36,0,35.92
2026-06-16 19:41:50,1号栋,22.03,71.9,17.47,2016.36,3981.06,53.04,43.7,0,41.96
2026-06-16 19:56:50,1号栋,23.0,70.15,19.22,1894.43,4262.41,52.58,69.97,0,12.98
2026-06-16 20:11:50,1号栋,22.45,68.06,18.18,2192.67,3114.24,51.7,60.12,0,22.83
2026-06-16 20:26:50,1号栋,22.92,68.52,11.51,2023.69,2948.78,49.86,49.09,0,30.88
2026-06-16 20:41:50,1号栋,23.16,69.89,16.11,2189.84,3238.51,51.73,50.04,0,15.99
2026-06-16 20:56:50,1号栋,22.3,69.58,17.13,2015.47,2995.18,54.34,47.98,0,36.21
2026-06-16 21:11:50,1号栋,21.58,67.76,14.39,1998.38,3476.87,54.15,70.58,0,34.18
2026-06-16 21:26:50,1号栋,21.53,68.6,15.76,2364.77,2390.82,54.91,69.7,0,44.64
2026-06-16 21:41:50,1号栋,21.88,70.69,21.88,1975.13,2221.7,49.36,68.07,0,14.93
2026-06-16 21:56:50,1号栋,21.9,70.14,17.69,2183.75,3100.36,55.68,51.43,0,24.58
2026-06-16 22:11:50,1号栋,21.38,70.92,19.12,2188.9,3213.54,50.76,77.36,0,42.19
2026-06-16 22:26:50,1号栋,22.13,72.82,14.01,1993.77,2254.14,54.56,50.57,0,36.06
2026-06-16 22:41:50,1号栋,22.45,70.65,17.89,1901.08,2198.37,55.62,69.02,0,29.69
2026-06-16 22:56:50,1号栋,21.56,65.21,15.18,2480.94,1981.56,53.5,70.85,0,19.96
2026-06-16 23:11:50,1号栋,21.66,71.14,17.34,2672.34,1556.52,55.24,59.1,0,36.18
2026-06-16 23:26:50,1号栋,21.79,67.79,17.78,1727.08,2692.44,53.72,67.28,0,38.46
2026-06-16 23:41:50,1号栋,21.75,69.56,15.56,1956.21,2984.19,55.99,58.49,0,30.37
2026-06-16 23:56:50,1号栋,21.11,71.61,18.65,2486.9,1951.66,52.36,62.87,0,35.17
2026-06-17 00:11:50,1号栋,21.39,67.51,19.08,2242.89,1853.9,55.83,72.4,0,31.07
2026-06-17 00:26:50,1号栋,21.54,70.37,15.6,2104.66,1235.85,54.87,45.15,0,42.03
2026-06-17 00:41:50,1号栋,21.33,68.84,16.06,2041.05,3021.3,48.14,73.44,0,32.7
2026-06-17 00:56:50,1号栋,20.89,67.11,20.67,1909.56,1735.36,55.39,63.83,0,22.5
2026-06-17 01:11:50,1号栋,21.67,67.21,19.52,2310.93,2656.82,53.84,78.45,0,30.0
2026-06-17 01:26:50,1号栋,20.98,70.16,21.49,1895.71,2210.09,53.95,59.95,0,22.14
2026-06-17 01:41:50,1号栋,22.13,73.9,17.71,1917.84,1616.34,53.64,72.1,0,33.8
2026-06-17 01:56:50,1号栋,21.57,68.08,15.14,2265.61,2847.7,50.03,76.68,0,34.59
2026-06-17 02:11:50,1号栋,22.47,66.58,14.59,2068.86,2873.18,56.71,68.29,0,28.06
2026-06-17 02:26:50,1号栋,21.25,71.72,15.39,2424.35,2479.6,56.3,67.42,0,28.9
2026-06-17 02:41:50,1号栋,21.51,68.58,18.18,2114.09,2324.89,52.79,61.54,0,12.97
2026-06-17 02:56:50,1号栋,22.0,67.3,15.01,1761.19,1724.85,50.41,53.91,0,45.63
2026-06-17 03:11:50,1号栋,21.82,69.62,18.12,2124.87,2950.5,50.73,75.42,0,44.46
2026-06-17 03:26:50,1号栋,21.24,67.21,16.76,1905.75,3242.2,51.66,82.27,0,39.52
2026-06-17 03:41:50,1号栋,22.19,71.31,19.53,1985.87,2581.11,53.28,69.71,0,31.11
2026-06-17 03:56:50,1号栋,21.3,67.66,17.17,2083.53,3975.49,50.35,65.7,0,41.91
2026-06-17 04:11:50,1号栋,23.63,68.45,18.3,2212.61,3565.8,52.92,66.18,0,9.74
2026-06-17 04:26:50,1号栋,22.84,69.51,16.87,2508.03,3130.59,52.31,81.34,0,23.34
2026-06-17 04:41:50,1号栋,22.22,68.97,19.0,2140.22,2821.74,52.06,55.04,0,29.38
2026-06-17 04:56:50,1号栋,22.71,70.1,13.77,2311.45,3594.34,55.89,65.8,0,38.81
2026-06-17 05:11:50,1号栋,23.21,71.95,18.36,2079.08,5161.89,54.9,67.34,0,19.79
2026-06-17 05:26:50,1号栋,22.34,69.85,17.61,1975.83,4096.17,56.3,68.12,0,20.87
2026-06-17 05:41:50,1号栋,22.92,67.65,16.54,2015.94,3786.85,50.61,60.19,0,25.52
2026-06-17 05:56:50,1号栋,21.52,73.37,19.5,2023.4,4035.08,50.78,77.72,0,45.18
2026-06-17 06:11:50,1号栋,23.58,71.31,17.67,1831.31,4418.16,53.38,57.24,0,28.25
2026-06-17 06:26:50,1号栋,23.45,69.1,17.42,1886.54,4265.57,50.55,71.5,0,13.15
2026-06-17 06:41:50,1号栋,24.07,72.03,16.72,1578.03,4443.42,52.99,51.93,0,25.88
2026-06-17 06:56:50,1号栋,24.26,70.59,15.47,1779.14,4460.57,52.69,67.09,0,25.72
2026-06-17 07:11:50,1号栋,24.27,73.13,18.95,2089.04,5130.9,52.41,73.94,0,24.98
2026-06-17 07:26:50,1号栋,24.04,69.36,16.32,1824.17,5383.96,53.0,67.02,0,25.73
2026-06-17 07:41:50,1号栋,24.63,67.51,20.74,1749.13,5439.86,54.07,54.36,0,33.4
2026-06-17 07:56:50,1号栋,24.66,64.83,18.33,1600.0,4739.64,56.38,56.51,0,20.61
2026-06-17 08:11:50,1号栋,24.4,73.4,13.66,1888.4,6528.81,56.84,61.17,0,20.09
2026-06-17 08:26:50,1号栋,25.55,72.45,18.68,1936.18,5755.58,52.8,66.08,0,42.7
2026-06-17 08:41:50,1号栋,24.94,67.11,20.07,2161.28,6123.63,56.05,51.35,0,29.71
2026-06-17 08:56:50,1号栋,24.23,66.12,18.01,2600.97,4860.05,53.06,68.52,0,30.98
2026-06-17 09:11:50,1号栋,24.86,66.66,17.79,1947.31,5163.97,55.51,72.01,0,30.41
2026-06-17 09:26:50,1号栋,25.03,71.41,17.77,2279.46,6110.19,55.74,65.72,0,31.61
2026-06-17 09:41:50,1号栋,24.28,69.83,15.66,1971.0,5851.24,50.99,83.39,0,40.65
2026-06-17 09:56:50,1号栋,25.87,66.81,17.46,1839.96,5911.08,51.28,75.33,0,28.58
2026-06-17 10:11:50,1号栋,25.76,70.47,21.93,1802.77,7255.97,55.41,53.15,0,39.59
2026-06-17 10:26:50,1号栋,25.4,68.81,15.67,1954.84,7651.26,53.12,70.52,0,24.47
2026-06-17 10:41:50,1号栋,24.84,71.42,14.62,2015.62,6643.37,53.34,60.63,0,33.17
2026-06-17 10:56:50,1号栋,25.58,70.73,15.35,2041.83,7223.74,54.91,49.06,0,33.97
2026-06-17 11:11:50,1号栋,24.44,69.35,21.12,1909.08,6440.17,54.65,46.79,0,24.94
2026-06-17 11:26:50,1号栋,25.73,67.99,16.85,2247.5,7068.1,53.65,59.47,0,34.42
2026-06-17 11:41:50,1号栋,25.37,70.18,16.33,2062.14,6362.35,53.05,54.57,0,21.82
2026-06-17 11:56:50,1号栋,25.56,69.69,18.89,2012.43,7061.36,54.22,67.23,0,24.51
2026-06-17 12:11:50,1号栋,25.57,69.99,17.33,1681.36,7016.36,57.54,59.19,0,25.32
2026-06-17 12:26:50,1号栋,25.68,69.89,19.71,1847.08,7301.8,54.3,61.42,0,34.08
2026-06-17 12:41:50,1号栋,26.01,71.01,15.03,2262.69,6903.77,53.27,63.74,0,30.82
2026-06-17 12:56:50,1号栋,26.09,69.09,15.08,2019.95,7025.46,55.58,69.08,0,25.38
2026-06-17 13:11:50,1号栋,26.67,69.79,19.87,2068.32,7124.01,54.8,75.52,0,41.8
2026-06-17 13:26:50,1号栋,25.87,68.63,16.18,2165.18,7323.9,52.67,73.58,0,43.35
2026-06-17 13:41:50,1号栋,24.97,67.59,17.04,2160.18,6595.05,55.82,66.73,0,30.32
2026-06-17 13:56:50,1号栋,24.71,66.63,17.88,1672.14,7363.65,52.8,94.79,0,48.46
2026-06-17 14:11:50,1号栋,25.14,69.05,19.31,2439.29,5807.34,49.55,56.35,0,34.94
2026-06-17 14:26:50,1号栋,25.48,71.4,14.92,1635.43,7055.36,51.46,42.55,0,32.12
2026-06-17 14:41:50,1号栋,25.63,69.02,16.4,2066.79,6441.07,50.42,55.67,0,35.42
2026-06-17 14:56:50,1号栋,25.39,69.6,15.33,2062.36,5537.83,53.48,76.98,0,18.99
2026-06-17 15:11:50,1号栋,24.62,69.92,19.83,2009.01,5912.81,49.18,63.34,0,46.34
2026-06-17 15:26:50,1号栋,25.05,69.22,17.96,2096.44,5852.42,54.77,64.78,0,30.24
2026-06-17 15:41:50,1号栋,24.42,71.87,18.65,1988.07,6759.84,52.12,54.39,0,23.92
2026-06-17 15:56:50,1号栋,24.03,70.2,13.66,1852.97,5221.14,52.95,60.51,0,27.39
2026-06-17 16:11:50,1号栋,23.98,66.92,18.25,1988.55,5938.27,51.35,63.8,0,40.43
2026-06-17 16:26:50,1号栋,24.79,68.44,17.83,2050.53,5784.03,52.47,60.75,0,31.7
2026-06-17 16:41:50,1号栋,24.0,67.23,14.54,1778.6,5171.45,53.44,53.07,0,34.11
2026-06-17 16:56:50,1号栋,24.52,65.32,18.63,2260.82,5283.16,53.96,53.69,0,30.78
2026-06-17 17:11:50,1号栋,23.38,65.67,16.55,2073.91,5023.63,50.75,57.69,0,32.15
2026-06-17 17:26:50,1号栋,23.99,69.63,15.98,2333.0,4634.39,54.1,73.82,0,33.85
2026-06-17 17:41:50,1号栋,23.91,68.2,19.39,1814.06,4737.41,52.32,74.33,0,33.04
2026-06-17 17:56:50,1号栋,23.53,68.64,16.09,1956.7,5711.92,50.38,77.85,0,36.63
2026-06-17 18:11:50,1号栋,24.04,68.33,17.02,1812.03,4361.74,54.11,74.98,0,21.14
2026-06-17 18:26:50,1号栋,23.32,68.96,14.53,2216.93,4262.08,52.73,57.14,0,23.69
2026-06-17 18:41:50,1号栋,23.49,68.83,16.58,1952.97,4783.84,56.43,63.15,0,37.97
2026-06-17 18:56:50,1号栋,22.8,69.58,15.13,1803.27,4254.39,55.5,70.9,0,31.94
2026-06-17 19:11:50,1号栋,22.21,68.87,17.92,2133.77,3103.78,51.34,60.47,0,34.29
2026-06-17 19:26:50,1号栋,21.88,68.94,17.61,2268.58,4372.1,54.29,52.94,0,14.74
2026-06-17 19:41:50,1号栋,22.78,71.26,20.11,2240.77,4240.35,53.88,55.83,0,28.96
2026-06-17 19:56:50,1号栋,23.82,67.38,20.55,2034.25,4688.39,50.31,67.77,0,24.11
2026-06-17 20:11:50,1号栋,21.79,69.7,19.34,1929.67,2718.55,52.94,60.02,0,34.39
2026-06-17 20:26:50,1号栋,22.97,69.14,21.03,2143.51,3294.84,49.9,58.86,0,27.31
2026-06-17 20:41:50,1号栋,22.98,70.19,14.96,2133.11,3803.82,56.18,70.36,0,36.09
2026-06-17 20:56:50,1号栋,22.53,70.04,19.82,1832.1,3293.34,51.57,65.06,0,39.84
2026-06-17 21:11:50,1号栋,21.79,64.48,16.5,2281.35,3258.03,53.98,58.09,0,19.77
2026-06-17 21:26:50,1号栋,22.34,67.59,21.69,2212.76,2698.89,51.9,60.24,0,28.08
2026-06-17 21:41:50,1号栋,22.64,69.63,15.86,2476.75,3013.87,54.66,55.24,0,32.9
2026-06-17 21:56:50,1号栋,22.24,65.48,21.35,2356.79,2790.62,50.92,64.6,0,30.69
2026-06-17 22:11:50,1号栋,21.94,69.64,18.33,2388.12,2905.84,51.02,74.6,0,43.12
2026-06-17 22:26:50,1号栋,23.34,67.01,17.81,1682.24,2898.37,52.02,80.91,0,23.8
2026-06-17 22:41:50,1号栋,20.92,68.32,13.37,2248.88,1589.25,53.18,39.68,0,27.44
2026-06-17 22:56:50,1号栋,22.59,69.98,15.59,2092.42,2630.8,54.07,47.63,0,34.74
2026-06-17 23:11:50,1号栋,20.21,68.0,16.34,2225.32,2402.13,50.31,50.26,0,31.59
2026-06-17 23:26:50,1号栋,21.53,68.1,16.36,2237.89,2131.97,52.94,82.46,0,18.61
2026-06-17 23:41:50,1号栋,20.64,70.83,15.96,2035.01,2000.24,52.6,76.31,0,36.42
2026-06-17 23:56:50,1号栋,22.0,66.43,15.02,1530.84,1986.13,55.03,66.17,0,28.23
2026-06-18 00:11:50,1号栋,21.49,67.88,17.73,2251.83,1504.09,53.72,70.07,0,26.68
2026-06-18 00:26:50,1号栋,21.85,74.89,17.11,2177.32,1943.01,53.48,65.53,0,31.56
2026-06-18 00:41:50,1号栋,20.99,69.67,20.24,2188.39,2793.03,52.65,67.99,0,32.23
2026-06-18 00:56:50,1号栋,21.02,69.9,15.34,1972.08,2406.7,53.71,48.62,0,38.43
2026-06-18 01:11:50,1号栋,21.85,67.85,14.24,2069.68,2167.85,53.35,57.29,0,13.94
2026-06-18 01:26:50,1号栋,21.37,68.65,18.59,1959.02,3230.16,49.3,73.8,0,28.21
2026-06-18 01:41:50,1号栋,22.0,69.42,19.6,2021.19,1841.51,55.96,59.86,0,31.77
2026-06-18 01:56:50,1号栋,22.18,67.2,18.51,1980.68,2324.73,53.26,46.09,0,23.77
2026-06-18 02:11:50,1号栋,22.44,71.03,17.19,2147.28,2474.67,55.83,59.22,0,31.85
